web-scraper-order,web-scraper-start-url,produk,produk-href,Nama,Gambar-src,Bahan,Cara Buat,Reaksi,Produk,Produk-href
1684510436-9,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,Martabak tahu keju,https://img-global.cpcdn.com/recipes/6d55fb0af75a78d9/680x482cq70/martabak-tahu-keju-foto-resep-utama.jpg,"[{""Bahan"":""3 lembar kulit lumpia besar""},{""Bahan"":""Secukupnya minyak goreng""},{""Bahan"":""Bahan isi :""},{""Bahan"":""6 sdm penuh tumis tahu wortel telur\n \n \n\n Tumis Tahu Wortel Telur (Tahu Siksa)""},{""Bahan"":""2 sdm keju parut""}]","[{""Cara Buat"":""Aduk rata bahan isi""},{""Cara Buat"":""Siapkan selembar kulit lumpia. Beri 2sdm penuh adonan isi. Lipat dan ujungnya beri bahan perekat lalu tutup rapat. Lakukan semua hingga bahan habis""},{""Cara Buat"":""Panaskan minyak goreng. Goreng martabak hingga matang dan kecoklatan. Angkat lalu tiriskan dulu minyaknya. Sajikan""}]","[{""Reaksi"":""😋\n 6""},{""Reaksi"":""❤️\n 17""},{""Reaksi"":""👏\n 5""}]",Martabak tahu keju,https://cookpad.com/id/resep/16553721-martabak-tahu-keju
1684510463-10,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,Tahu goreng isi keju,https://img-global.cpcdn.com/recipes/b5152e47684d89ad/680x482cq70/tahu-goreng-isi-keju-foto-resep-utama.jpg,"[{""Bahan"":""3-4 buah tahu""},{""Bahan"":""7 sdm tepung serba guna""},{""Bahan"":""Secukupnya air""},{""Bahan"":""Secukupnya kaldu jamur""},{""Bahan"":""Secukupnya keju slice""},{""Bahan"":""250 ml minyak goreng""}]","[{""Cara Buat"":""Cuci bersih tahu, kemudian potong samping menjadi 2 dan potong lg menjadi 2. Sisihkan.""},{""Cara Buat"":""Masukan tepung dan tambahkan air aduk hingga tercampur dan mengental. Tambahkan kaldu jamur dan koreksi rasa.""},{""Cara Buat"":""Keju slice di potong sesuai selera.""},{""Cara Buat"":""Ambil tahu lalu masukan beberapa slice keju yg sudah di potong kemudian tumpuk dengan tahu.""},{""Cara Buat"":""Masukan tahu yg sudah di beri keju kedalam adonan tepung. Lumuri tahu hingga semua tertutup rata.""},{""Cara Buat"":""Panaskan minya di api sedang, kemudia goreng tahu hingga berwarna kecoklatan, setelah matang lalu angkat dan tiriskan. Tahu siap di sajikan selagi hangat.""}]","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 7""},{""Reaksi"":""👏\n 2""}]",Tahu goreng isi keju,https://cookpad.com/id/resep/16479914-tahu-goreng-isi-keju
1684510490-11,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,415.Tahu Keju Finger (gluten free),https://img-global.cpcdn.com/recipes/fee25e41f6d4b354/680x482cq70/415tahu-keju-finger-gluten-free-foto-resep-utama.jpg,"[{""Bahan"":""10 buah tahu putih""},{""Bahan"":""50 gram daging ayam""},{""Bahan"":""1 butir telur""},{""Bahan"":""3 siung bawang putih iris goreng""},{""Bahan"":""1 buah wortel parut""},{""Bahan"":""1/4 sdt lada bubuk""},{""Bahan"":""30 gram keju""},{""Bahan"":""2 batang seledri/daun bawang""},{""Bahan"":""1/4 sdt lada bubuk""},{""Bahan"":""1/2 sdt kaldu bubuk""}]","[{""Cara Buat"":""Blender tahu, daging ayam dan telur hingga lembut, pindahkan kebowl.""},{""Cara Buat"":""Masukkan parutan wortel, keju dan potongan seledri, bubuhi lada dan kaldu bubuk aduk rata.""},{""Cara Buat"":""Oles loyang dengan minyak goreng, masukkan adonan dan ratakan.""},{""Cara Buat"":""Panaskan kukusan, dan kukus adonan kurang lebih 30 menit.""},{""Cara Buat"":""Matikan api, angkat dinginkan.""},{""Cara Buat"":""Potong2 sesuai selera,(sebagian saya potong seperti jari) goreng hingga browny, sebagian lainnya seperti potongan nugget🤭 saya simpan difood container simpan di freezer.""}]","[{""Reaksi"":""😋\n 6""},{""Reaksi"":""❤️\n 31""},{""Reaksi"":""👏\n 7""}]",415.Tahu Keju Finger (gluten free),https://cookpad.com/id/resep/16602376-415tahu-keju-finger-gluten-free
1684510517-12,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,MPASI menu 4 ☆ 》Oatmeal+Daging ayam giling+Tahu sutra+Tomat+keju,https://img-global.cpcdn.com/recipes/cc52f93be8adfa82/680x482cq70/mpasi-menu-4-oatmealdaging-ayam-gilingtahu-sutratomatkeju-foto-resep-utama.jpg,"[{""Bahan"":""20 gr oatmeal""},{""Bahan"":""30 gr daging ayam giling""},{""Bahan"":""50 gr tahu sutra""},{""Bahan"":""1/2 buah tomat ukuran kecil""},{""Bahan"":""1 buah keju belcube""}]","[{""Cara Buat"":""Didihkan air ±200ml, masukan daging ayam giling dan tahu sutra. Tambahkan daun salam untuk bumbu aromatik.""},{""Cara Buat"":""Masukan oatmeal dan tomat. Aduk hingga air nya surut.""},{""Cara Buat"":""Setelah matang, saring dengan saringan kawat.""},{""Cara Buat"":""Tambahkan keju belcube.""},{""Cara Buat"":""Sajikan dengan penuh cinta.🥰""}]","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 6""},{""Reaksi"":""👏\n 2""}]",MPASI menu 4 ☆ 》Oatmeal+Daging ayam giling+Tahu sutra+Tomat+keju,https://cookpad.com/id/resep/16653404-mpasi-menu-4-oatmealdaging-ayam-gilingtahu-sutratomatkeju
1684510546-13,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,Tahu Walik Isi Ayam Keju,https://img-global.cpcdn.com/recipes/d10381be9784701d/680x482cq70/tahu-walik-isi-ayam-keju-foto-resep-utama.jpg,"[{""Bahan"":""1 bks Tahu Sumedang/tahu pong yang sudah digoreng""},{""Bahan"":""Secukupnya Keju Quick Melt""},{""Bahan"":""Bahan Adonan Isi""},{""Bahan"":""427 gr Daging ayam bagian paha, fillet""},{""Bahan"":""1/2 bh Bawang Bombay""},{""Bahan"":""2 siung Bawang putih""},{""Bahan"":""1 siung Bawang putih goreng""},{""Bahan"":""1 btr Telur""},{""Bahan"":""1 sdm Saos Tiram (bisa dikurangi lagi)""},{""Bahan"":""1-2 sdm Kaldu Bubuk""},{""Bahan"":""2 sdm Tepung Tapioka""},{""Bahan"":""1 sdm Gula Pasir""}]","[{""Cara Buat"":""Siapkan tahu goreng \n\nPotong salah satu sisinya, dan keluarkan isinya. Hati-hati jangan sampai bolong. Sisihkan isinya.\n\nKemudian balik tahu sehingga bagian dalam yang putih ada diluar.""},{""Cara Buat"":""Siapkan semua bahan adonan yang diperlukan, ditambahkan isi tahu yang dikeluarkan tadi.""},{""Cara Buat"":""Masukkan semua bahan adonan isi kedalam chopper. Haluskan sampar benar-benar halus merata""},{""Cara Buat"":""Taruh keju didalam tahu, kemudian isi dengan adonan ayam, rapikan.\n\nIsi sampai semua bahan habis.""},{""Cara Buat"":""Kukus tahu dalam panci sampai terlihat mengembang dan matang""},{""Cara Buat"":""Panaskan minyak, goreng tahu sampai kecoklatan.""},{""Cara Buat"":""Sajikan hangat agar keju masih meleleh.""}]","[{""Reaksi"":""😋\n 10""},{""Reaksi"":""❤️\n 19""},{""Reaksi"":""👏\n 7""}]",Tahu Walik Isi Ayam Keju,https://cookpad.com/id/resep/16248631-tahu-walik-isi-ayam-keju
1684510574-14,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,Tahu Krispi Rasa Keju,https://img-global.cpcdn.com/recipes/407dcc0fae91c35e/680x482cq70/tahu-krispi-rasa-keju-foto-resep-utama.jpg,"[{""Bahan"":""1 bungkus tahu kuning (isi 12 pcs)""},{""Bahan"":""1 sdm bumbu racik""},{""Bahan"":""Secukupnya air""},{""Bahan"":""75 gram tepung terigu""},{""Bahan"":""Secukupnya minyak goreng""},{""Bahan"":""1 sdm bumbu tabur rasa keju""}]","[{""Cara Buat"":""Potong dadu tahu lalu goreng sebentar tiriskan""},{""Cara Buat"":""Masukkan ke dalam ½ sdm bumbu racik yang telah diberi air, rendam tahu kira-kira 5 menit. Lalu masukkan tahu dalam tepung terigu yang telah dicampur dengan ½ sdm bumbu racik hingga terbalut rataq""},{""Cara Buat"":""Goreng tahu hingga matang, tiriskan. Masukkan tahu dalam wadah, taburi bumbu tabur rasa keju. Tutup wadahnya lalu kocok-kocok agar bumbu tercampur rata""},{""Cara Buat"":""Tahu krispi rasa keju siap untuk dinikmati hangat-hangat""}]","[{""Reaksi"":""😋\n 10""},{""Reaksi"":""❤️\n 22""},{""Reaksi"":""👏\n 11""}]",Tahu Krispi Rasa Keju,https://cookpad.com/id/resep/16709152-tahu-krispi-rasa-keju
1684510604-15,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,Tahu telur kukus with cheese,https://img-global.cpcdn.com/recipes/32f0ba8baccad1d7/680x482cq70/tahu-telur-kukus-with-cheese-foto-resep-utama.jpg,"[{""Bahan"":""1 irisan kotak Tahu Sumedang""},{""Bahan"":""1 butir Telur ayam""},{""Bahan"":""sesuai selera Keju apa saja dan banyaknya sesuai selera""},{""Bahan"":""secukupnya Wortel diparut""},{""Bahan"":""secukupnya brokoli (boleh skip)""},{""Bahan"":""1 sdt Garlic powder""},{""Bahan"":""sejumput Garam""},{""Bahan"":""sedikit Boleh kasih bawang Bombay""},{""Bahan"":""sedikit Daun seledri""},{""Bahan"":""sedkit Oregano""},{""Bahan"":""2 pcs Tomat cherry""}]","[{""Cara Buat"":""Panaskan air utk kukusan terlebih dahulu. Haluskan tahu dgn menggunakan garpu saja""},{""Cara Buat"":""Masukkan telur ayam,dan aduk dgn tahu tdi""},{""Cara Buat"":""Masukkan keju dan bumbu2 lainnya,dan aduk rata""},{""Cara Buat"":""Tambahkan tomat cherry sebagai toppingnya diiris sesuai selera""},{""Cara Buat"":""Kemudian masukkan adonan tahu ke loyang atau mangkok anti panas lalu kuku sekitar 5-10 menit saja""},{""Cara Buat"":""Taraaa...,jadi deh,selamat mencoba""}]","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 9""},{""Reaksi"":""👏\n 2""}]",Tahu telur kukus with cheese,https://cookpad.com/id/resep/16826383-tahu-telur-kukus-with-cheese
1684510631-16,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,Tahu kukus telur keju,https://img-global.cpcdn.com/recipes/9197c3d4f71b565d/680x482cq70/tahu-kukus-telur-keju-foto-resep-utama.jpg,"[{""Bahan"":""2 potong tahu putih""},{""Bahan"":""1 butir telur""},{""Bahan"":""1 batang sosis, potong kecil2""},{""Bahan"":""Sedikit parutan wortel""},{""Bahan"":""Sedikit potongan daun bayam""},{""Bahan"":""1/4 potong keju""},{""Bahan"":""Secukupnya garam/penyedap rasa ayam""}]","[{""Cara Buat"":""Haluskan tahu kemudian tambahkan semua bahan""},{""Cara Buat"":""Untuk keju nya sebagian di campur sebagian lagi untuk toping""},{""Cara Buat"":""Pindahkan ke dalam loyang / wadah, taburi keju di atasnya.... kukus kurleb 15-20 menit""}]","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 1""}]",Tahu kukus telur keju,https://cookpad.com/id/resep/16835235-tahu-kukus-telur-keju
1684510658-17,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,Stik Tahu Keju,https://img-global.cpcdn.com/recipes/f694a31023744feb/680x482cq70/stik-tahu-keju-foto-resep-utama.jpg,"[{""Bahan"":""350 gr tahu (1 kotak tahu besar)""},{""Bahan"":""90 gr maizena""},{""Bahan"":""60 gr tepung beras""},{""Bahan"":""50 gr keju parut""},{""Bahan"":""1 sdt baking powder""},{""Bahan"":""1 sdt garam""},{""Bahan"":""1 sdt gula pasir""}]","[{""Cara Buat"":""Siapkan wadah, haluskan tahu + tepung beras + keju parut + maizena + BP + garam + gulpas ---> aduk rata""},{""Cara Buat"":""Tuang adonan ke plastik segitiga, goreng smp garing, siap nikmati.""}]","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 6""},{""Reaksi"":""👏\n 3""}]",Stik Tahu Keju,https://cookpad.com/id/resep/16853020-stik-tahu-keju
1684510685-18,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,Tahu Telur Goreng Keju,https://img-global.cpcdn.com/recipes/0f9d6021a8f83791/680x482cq70/tahu-telur-goreng-keju-foto-resep-utama.jpg,"[{""Bahan"":""1 wadah tahu telur""},{""Bahan"":""2 sdm tepung bumbu mamasuka rasa keju""},{""Bahan"":""Minyak goreng untuk menggoreng""}]","[{""Cara Buat"":""Potong tahu telur menjadi beberapa bagian sesuai selera.""},{""Cara Buat"":""Lumuri tahu tepung dengan tepung bumbu mamasuka rasa keju (tepung kering)""},{""Cara Buat"":""Goreng dalam minyak panas. Balik agar kedua sisi matang.""},{""Cara Buat"":""Setelah berwarna keemasan, angkat lalu tiriskan.""},{""Cara Buat"":""Tunggu agak dingin, tahu telur goreng keju siap dinikmati 😊""}]","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 3""}]",Tahu Telur Goreng Keju,https://cookpad.com/id/resep/16853969-tahu-telur-goreng-keju
1684510741-20,"https://cookpad.com/id/cari/tahu,%20keju?event=search.typed_query&order=recent",,,Nugget Tahu Keju (MPASI 10 bulan +),https://img-global.cpcdn.com/recipes/c0563f6691b35d0d/680x482cq70/nugget-tahu-keju-mpasi-10-bulan-foto-resep-utama.jpg,"[{""Bahan"":""400 gr tahu putih""},{""Bahan"":""20 gr keju parut""},{""Bahan"":""40 gr wortel""},{""Bahan"":""1 batang daun bawang""},{""Bahan"":""10 gr bawang putih""},{""Bahan"":""10 gr bawang merah""},{""Bahan"":""2 butir telur (size kecil)""},{""Bahan"":""1/2 sdt garam""},{""Bahan"":""1/4 sdt gula pasir""},{""Bahan"":""1/4 sdt merica bubuk""},{""Bahan"":""1/4 sdt kaldu jamur""},{""Bahan"":""Pelapis""},{""Bahan"":""5 sdm tepung terigu""},{""Bahan"":""2 sdm tepung bumbu""},{""Bahan"":""2 sdm margarine""},{""Bahan"":""50 ml air""},{""Bahan"":""secukupnya Garam""}]","[{""Cara Buat"":""Siapkan bahan. Haluskan tahu dan parut wortel.""},{""Cara Buat"":""Haluskan bawang putih, bawang merah, tambahkan garam, kaldu jamur dan telur.""},{""Cara Buat"":""Masukkan keju parut, wortel parut, irisan daun bawang ke adonan tahu. Tuang bumbu yang dihaluskan tadi, aduk rata.""},{""Cara Buat"":""Olesi cetakan dengan minyak. Iris sosis serasi. Tuang adonan ke dalam cetakan hingga penuh, lakukan hingga adonan habis.""},{""Cara Buat"":""Panaskan panci pengukus. Masukkan adonan tahu, kukus selama 15 menit atau hingga matang.""},{""Cara Buat"":""Angkat dan dinginkan. Buat adonan pelapis. Campurkan semua bahan, aduk rata. Lapisi nugget tahu dengan adonan pelapis, goreng hingga kekuningan, angkat.""},{""Cara Buat"":""Sajikan.""}]","[{""Reaksi"":""😋\n 9""},{""Reaksi"":""❤️\n 15""},{""Reaksi"":""👏\n 7""}]",Nugget Tahu Keju (MPASI 10 bulan +),https://cookpad.com/id/resep/16880899-nugget-tahu-keju-mpasi-10-bulan
1684581139-1,https://cookpad.com/id/cari/telur?event=search.typed_query&order=recent,,,Tahu Bulat Telur Krispy,https://img-global.cpcdn.com/recipes/6a6bc723f0a60292/680x482cq70/tahu-bulat-telur-krispy-foto-resep-utama.jpg,"[{""Bahan"":""10 bh tahu ukuran kecil""},{""Bahan"":""3 sm penuh tepung terigu""},{""Bahan"":""2 butir telur""},{""Bahan"":""4 sm tepung maizena""},{""Bahan"":""sesuai selera Garam, penyedap rasa, lada bubuk, dan bumbu2""}]","[{""Cara Buat"":""Hancurkan tahu, tambah terigu, bumbu, aduk rata, bentuk bulat-bulat""},{""Cara Buat"":""Kocok lepas telur, bumbu, maizena dg whisk""},{""Cara Buat"":""Celupkan bulatan tahu dalam kocokan telur, lalu goreng hingga kecoklatan, amgkat""},{""Cara Buat"":""Siap dihidangkan""}]","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 3""},{""Reaksi"":""👏\n 1""}]",Tahu Bulat Telur Krispy,https://cookpad.com/id/resep/16935350-tahu-bulat-telur-krispy
1684581166-2,https://cookpad.com/id/cari/telur?event=search.typed_query&order=recent,,,Pinggiran Roti Manis Telur Mayo,https://img-global.cpcdn.com/recipes/d8a1f513be10d41b/680x482cq70/pinggiran-roti-manis-telur-mayo-foto-resep-utama.jpg,"[{""Bahan"":""Sisa pinggiran Roti dari 2 slice roti""},{""Bahan"":""1 butir telur""},{""Bahan"":""Secukupnya gula""},{""Bahan"":""Secukupnya mentega""},{""Bahan"":""Secukupnya mayonaise""}]","[{""Cara Buat"":""Siapkan bahan dan sepotong kekesalan.....""},{""Cara Buat"":""Hapus kekesalan karena kalau masak sambil bete, bisa kecelakaan. Seperti hadirnya tamu tak diundang (kulit telur) 😭""},{""Cara Buat"":""Taburkan gula sesukanya dan aduk dengan semangat Emak-Emak menghabiskan makanan yang dibuang bocils.....""},{""Cara Buat"":""Aduk sampai merata agar manis menggoda seperti wajahmu yang lagi membaca resep ajaib ini.""},{""Cara Buat"":""Panasin mentega dan cemplungin semua""},{""Cara Buat"":""Jadi, deh! Tinggal tuang mayo...""},{""Cara Buat"":""Malah dihabisin anak-anak. Yhaaaaaa""}]","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 6""},{""Reaksi"":""👏\n 3""}]",Pinggiran Roti Manis Telur Mayo,https://cookpad.com/id/resep/16936328-pinggiran-roti-manis-telur-mayo
1684581193-3,https://cookpad.com/id/cari/telur?event=search.typed_query&order=recent,,,Nasi Goreng Telur ala-ala Korea,https://img-global.cpcdn.com/recipes/84e873fe4d2d9356/680x482cq70/nasi-goreng-telur-ala-ala-korea-foto-resep-utama.jpg,"[{""Bahan"":""2 porsi nasi sisa semalam""},{""Bahan"":""2 butir telur""},{""Bahan"":""1 batang daun bawang,pisahkan bagian putihnya,cincang halus""},{""Bahan"":""1 sdm butter""},{""Bahan"":""2 siung bawang putih,cincang halus""},{""Bahan"":""1/2 sdt kaldu jamur bubuk""},{""Bahan"":""Secukupnya lada bubuk,garam dan gula""}]","[{""Cara Buat"":""Campur nasi sisa dengan telur.""},{""Cara Buat"":""Panaskan pan/teflon masukkan butter\n\nkemudian masukkan bawang putih cincang,tumis hingga harum.""},{""Cara Buat"":""Tambahkan nasi yang sudah dicampur telur,aduk hingga setengah kering tambahkan irisan daun bawang yang bagian putihnya.\n\nTambahkan bumbu² seperti garam,gula,lada bubuk dan kaldu jamur.\n\nAduk-aduk dan tes rasa.\n\nMasak hingga nasi goreng kering dan matang.""},{""Cara Buat"":""Nasi Goreng telur siap disajikan...\n\nTaburi dengan irisan daun bawang bagian hijaunya.""}]","[{""Reaksi"":""😋\n 7""},{""Reaksi"":""❤️\n 23""},{""Reaksi"":""👏\n 6""}]",Nasi Goreng Telur ala-ala Korea,https://cookpad.com/id/resep/16935278-nasi-goreng-telur-ala-ala-korea
1684581220-4,https://cookpad.com/id/cari/telur?event=search.typed_query&order=recent,,,Telur Dadar Brokoli 🥦,https://img-global.cpcdn.com/recipes/56312a79d96ce513/680x482cq70/telur-dadar-brokoli-foto-resep-utama.jpg,"[{""Bahan"":""1 butir telur ayam kampung""},{""Bahan"":""1 butir telur ayam negri""},{""Bahan"":""1 buah brokoli kecil""},{""Bahan"":""1 sdt santan cair instan (bisa skip)""},{""Bahan"":""secukupnya Garam dan kaldu bubuk""},{""Bahan"":""Mangkuk untuk mengocok telur""}]","[{""Cara Buat"":""Siapkan semua bahan. Cuci telur dan brokolinya. Iris2 lembut brokoli, masukkan kedalam mangkuk, masukkan juga telur dan bumbu yg lainnya. Kocok sampai tercampur rata.""},{""Cara Buat"":""Panaskan teflon berisi minyak. Masak telur dadar sampai matang dan kulit berwarna kuning keemasan / sesuai selera. Siap dihidangkan dengan nasi hangat 😋.""}]","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 3""}]",Telur Dadar Brokoli 🥦,https://cookpad.com/id/resep/16936391-telur-dadar-brokoli
1684581248-5,https://cookpad.com/id/cari/telur?event=search.typed_query&order=recent,,,Tumis Sawi Hijau Telur Sosis,https://img-global.cpcdn.com/recipes/2c8bec187713d6b1/680x482cq70/tumis-sawi-hijau-telur-sosis-foto-resep-utama.jpg,"[{""Bahan"":""1 ikat sawi""},{""Bahan"":""1 butir telur""},{""Bahan"":""1 buah sosis iris sesuai selera""},{""Bahan"":""1 buah tomat, potong sesuai selera""},{""Bahan"":""1 cabe merah iris serong""},{""Bahan"":""sesuai selera Cabe rawit""},{""Bahan"":""3 bawang merah""},{""Bahan"":""1 bawang putih""},{""Bahan"":""garam, gula""}]","[{""Cara Buat"":""Iris bamer baput kemudian tumis, masukkan telur kemudian orak arik.""},{""Cara Buat"":""Masukkan sosis, cabe merah, cabe rawit, dan tomat. Aduk, masak sampai sedikit layu""},{""Cara Buat"":""Masukkan sawi aduk lagi. Tutup sebentar, kemudian masukkan garam dan gula. Aduk lagi, untuk tingkat kematangan di sesuaikan selera. Tes rasa, siap dihidangkan""}]","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 2""}]",Tumis Sawi Hijau Telur Sosis,https://cookpad.com/id/resep/16839269-tumis-sawi-hijau-telur-sosis
1684581274-6,https://cookpad.com/id/cari/telur?event=search.typed_query&order=recent,,,Tahu Telur Masak Santan / Terik,https://img-global.cpcdn.com/recipes/a2d281304382c4e0/680x482cq70/tahu-telur-masak-santan-terik-foto-resep-utama.jpg,"[{""Bahan"":""4 butir telur di rebus""},{""Bahan"":""1 bungkus tahu kulit""},{""Bahan"":""4 siung bawang putih""},{""Bahan"":""7 siung bawang merah""},{""Bahan"":""2 butir kemiri""},{""Bahan"":""1 sdm ketumbar, aku pake bubuk""},{""Bahan"":""1 sdm kunyit, aku pake bubuk jg""},{""Bahan"":""1 batang serai""},{""Bahan"":""4 lembar daun salam""},{""Bahan"":""secukupnya Gula, garam, kaldu jamur/penyedap""},{""Bahan"":""secukupnya Air untuk masak""},{""Bahan"":""1 bungkus santan instan 65gr""},{""Bahan"":""Bawang merah goreng secukupnya untuk taburan""},{""Bahan"":""1 sdt merica bubuk""}]","[{""Cara Buat"":""Haluskan bumbu, tumbuk serai""},{""Cara Buat"":""Tumis bumbu halus, serai dan daun salam sampai harum, tambahkan air""},{""Cara Buat"":""Masukan telur dan tahu, beri gula, garam, penyedap tunggu sampai hampir mendidih tambahkan santan instan, aduk perlahan""},{""Cara Buat"":""Sudah matang, lalu beri taburan bawang merah goreng agar lebih lezat dan harum, selamat mencoba 😍👍""}]","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 6""},{""Reaksi"":""👏\n 5""}]",Tahu Telur Masak Santan / Terik,https://cookpad.com/id/resep/16936475-tahu-telur-masak-santan-terik
1684581301-7,https://cookpad.com/id/cari/telur?event=search.typed_query&order=recent,,,Keripik Telur,https://img-global.cpcdn.com/recipes/4ba0412374e508a4/680x482cq70/keripik-telur-foto-resep-utama.jpg,"[{""Bahan"":""1 butir telur""},{""Bahan"":""4 sdm munjung tepung maizena""},{""Bahan"":""4 sdm munjung tepung kentucky krispy (saya pake tepung kobe kentusky krispy)""},{""Bahan"":""150 ml air""},{""Bahan"":""1/2 sdt kaldu bubuk""},{""Bahan"":""1/4 sdt lada halus""},{""Bahan"":""20 buah cabe rawit merah besar""},{""Bahan"":""Secukupnya minyak untuk menggoreng""}]","[{""Cara Buat"":""Campir tepung dan bumbu serta air, aduk. Masukkan telur, aduk kembali sampai tercampur rata. Masukkan irisan cabe rawit. Aduk kembali""},{""Cara Buat"":""Panaskan minyak. Tuang adonan. Masak sampai kuning keemasan""},{""Cara Buat"":""Angkat.dan tiriskan. Sajikan. Masukkan toples ya. Enak dimakan sebagai camilan ataupin lauk""}]","[{""Reaksi"":""😋\n 7""},{""Reaksi"":""❤️\n 26""},{""Reaksi"":""👏\n 8""}]",Keripik Telur,https://cookpad.com/id/resep/16936425-keripik-telur
1684581328-8,https://cookpad.com/id/cari/telur?event=search.typed_query&order=recent,,,Rainbow cake kukus (1 butir telur),https://img-global.cpcdn.com/recipes/5c774b4423f5156a/680x482cq70/rainbow-cake-kukus-1-butir-telur-foto-resep-utama.jpg,"[{""Bahan"":""Bahan A :""},{""Bahan"":""1 butir telur""},{""Bahan"":""1 sp""},{""Bahan"":""8-12 sdm gula pasir""},{""Bahan"":""Bahan B :""},{""Bahan"":""13 sdm tepung terigu""},{""Bahan"":""1/4 sdt vanili bubuk""},{""Bahan"":""1/2 sdt baking powder""},{""Bahan"":""2 sdm susuk bubuk""},{""Bahan"":""Bahan C :""},{""Bahan"":""200 ml santan""},{""Bahan"":""50 ml minyak""},{""Bahan"":""Bahan D :""},{""Bahan"":""Pewarna makan merah""},{""Bahan"":""Pewarna makan Kuning""},{""Bahan"":""Pewarna makan hijau""},{""Bahan"":""Pewarna makan biru""},{""Bahan"":""Pewarna makan ungu""}]","[{""Cara Buat"":""Siapkan semua bahannya. \n\nAyak bahan B \n\nLalu masukkan telur, gula dan sp dalam wadah""},{""Cara Buat"":""Dan mixer dengan kecepatan tinggi hingga kental, putih berjejak""},{""Cara Buat"":""Tambahkan bahan B,""},{""Cara Buat"":""Aduk asal rata menggunakan spatula, kemudian masukan bahan C aduk rata.""},{""Cara Buat"":""Bagi adonan menjadi 5bagian, beri pewarna makanan masing-masing adonan""},{""Cara Buat"":""Panaskan kukusan dan lapisi tutup dengan kain. Olesi loyang dengan margarin kemudian alasi dengan baking pepper""},{""Cara Buat"":""Kukus lapisan pertama (merah)8menit, lapisi dengan layer yg ke dua(kuning),""},{""Cara Buat"":""Lapisi dengan layer ketiga (hijau) kukus 8menit, lapisi lagi denga layer keempat (biru) kukus 8menit lalu \n\nLayer terakhir (ungu)kukus kurleb 20 menit. (Kukus dengan api sedang kecil)""},{""Cara Buat"":""Segera keluarkan loyang dri kukusan, biarkan dingin. Dan keluarkan dri loyang. \n\nPotong-potong dan sajikan dipiring saji.""},{""Cara Buat"":""Taraaaa Rainbow cake kukus sudah jadi dan siap disantap selamat mencoba 🤗""}]","[{""Reaksi"":""😋\n 8""},{""Reaksi"":""❤️\n 18""},{""Reaksi"":""👏\n 8""}]",Rainbow cake kukus (1 butir telur),https://cookpad.com/id/resep/16933305-rainbow-cake-kukus-1-butir-telur
1684581355-9,https://cookpad.com/id/cari/telur?event=search.typed_query&order=recent,,,Telur Dadar Thailand,https://img-global.cpcdn.com/recipes/aae3c9acc58c0ce6/680x482cq70/telur-dadar-thailand-foto-resep-utama.jpg,"[{""Bahan"":""2 butir Telur""},{""Bahan"":""2 sdm Kecap ikan""},{""Bahan"":""3 sdm Air matang""},{""Bahan"":""1 batang Daun Bawang, iris""},{""Bahan"":""3 buah Cabe rawit, iris""},{""Bahan"":""2 siung Bawang merah, iris""},{""Bahan"":""1/3 sdt Garam""},{""Bahan"":""1/2 sdt Kaldu jamur""},{""Bahan"":""Minyak goreng""}]","[{""Cara Buat"":""Kocok telur dengan semua bahan hingga rata kecuali minyak""},{""Cara Buat"":""Panaskan wajan beri minyak, lalu tuang agak tinggi kocokan telurnya. Balik jika sudah matang""},{""Cara Buat"":""Angkat dan sajikan""}]","[{""Reaksi"":""😋\n 9""},{""Reaksi"":""❤️\n 19""},{""Reaksi"":""👏\n 10""}]",Telur Dadar Thailand,https://cookpad.com/id/resep/16927254-telur-dadar-thailand
